tag,dataset,draw,endpoint,information_regime,removal_kind,rank,fit_removed_energy_fraction,variance_match_abs_error,cohen_kappa,balanced_accuracy,nll,n_units,prediction_sha256,delta_kappa_vs_unchanged,delta_bacc_vs_unchanged,delta_nll_vs_unchanged
H200_s1,seedv,17,fresh_head,global_oracle,same_rank_random,15,0.025598365599694806,0.0,0.0957446808510638,0.276595744680851,1.9624453914693092,235,32132dc819bb1f4e70b9a1471d5cdc1466f5c5b921365cc445e5cd0d612c6766,-0.02659574468085113,-0.021276595744680937,0.021259694278968455
H200_s1,seedv,17,exact_head,global_oracle,same_rank_random,15,0.025598365599694806,0.0,0.08510638297872342,0.2680851063829787,1.9189067622746525,235,305cccac7a83fb90793596f019c5f5b80f58eaeb7831a91041eea51cfdc5b12c,-0.037234042553191515,-0.029787234042553234,-0.02227893491568822
H200_s1,seedv,17,fresh_head,global_oracle,variance_matched_random,180,0.8849221028824045,2.220446049250313e-16,0.0,0.2,1.7585527925441269,235,242bab1943c22fddd8947a23eb0ae1cadc1c113988d16c3d83a704b7bac3263b,-0.12234042553191493,-0.09787234042553195,-0.18263290464621385
H200_s1,seedv,17,exact_head,global_oracle,variance_matched_random,180,0.8849221028824045,2.220446049250313e-16,-0.02127659574468077,0.1829787234042553,2.4610288919588816,235,da3064a40ed109b632cf385b99ddc2930e18e5640839c865d8b01ad84d72c7ed,-0.1436170212765957,-0.11489361702127665,0.5198431947685409
H200_s1,seedv,18,fresh_head,global_oracle,same_rank_random,15,0.014092433350945191,0.0,0.11170212765957444,0.2893617021276596,1.921183232245165,235,392f8c465ba00413bb43cae30ccf34e5f9cf4febd7ea904ac265bc31ecf9448e,-0.010638297872340496,-0.008510638297872353,-0.02000246494517577
H200_s1,seedv,18,exact_head,global_oracle,same_rank_random,15,0.014092433350945191,0.0,0.07446808510638303,0.2595744680851063,1.895731277627402,235,82cad12d2ec9ca8ee18640eb9bca2600e954732390269f994c55537799592089,-0.0478723404255319,-0.03829787234042564,-0.04545441956293872
H200_s1,seedv,18,fresh_head,global_oracle,variance_matched_random,185,0.8849221028824038,4.440892098500626e-16,0.0478723404255319,0.23829787234042552,1.6626575780690318,235,4108c4e0e9d1f37a881493cd3f6612a17ca1cb71ffcdee3eaa9ab2ca77dccdad,-0.07446808510638303,-0.05957446808510644,-0.2785281191213089
H200_s1,seedv,18,exact_head,global_oracle,variance_matched_random,185,0.8849221028824038,4.440892098500626e-16,-0.010638297872340496,0.19148936170212766,2.1094333241033665,235,9c5f9493dcc6fab2843c06e9c2e5064e3cf5fae1cec0aa5be27d3c2ea8d64913,-0.13297872340425543,-0.1063829787234043,0.16824762691302575
H200_s1,seedv,19,fresh_head,global_oracle,same_rank_random,15,0.011977796496091075,0.0,0.11170212765957444,0.2893617021276596,1.9312456577067045,235,3c67d146cf47033cd780a41033c17bc8c97ff88c54645891274203056f472814,-0.010638297872340496,-0.008510638297872353,-0.009940039483636198
H200_s1,seedv,19,exact_head,global_oracle,same_rank_random,15,0.011977796496091075,0.0,0.09042553191489366,0.2723404255319149,1.9060729312940412,235,fbd721493b7c5af9dfab58cc617907d6ab7c14acc143efe96b7d0a5151a2ad8e,-0.03191489361702127,-0.025531914893617058,-0.035112765896299525
